53,30,0
35,21,0
-86,-42,0
-10,6,0
-100,-48,0
-94,67,0
34,47,0
-55,50,0
-89,-21,0
-87,52,0
61,51,1
-56,-63,0
58,-23,0
-74,-47,0
-82,-29,0
-55,-74,0
-93,86,0
-38,29,0
58,27,0
-16,55,0
84,-7,0
15,83,0
-44,-75,0
95,83,1
-84,85,0
-60,86,0
86,-18,0
-54,-37,0
-46,93,0
-56,-43,0
-23,68,0
-16,85,0
92,-84,0
7,95,1
-6,62,0
27,41,0
-33,4,0
-94,-90,0
-21,59,0
16,-33,0
-29,19,0
-55,11,0
-93,-47,0
49,-12,0
65,-83,0
-95,89,0
9,88,0
31,-35,0
-89,-6,0
-83,-20,0
-15,100,0
51,50,1
47,-73,0
-3,-42,0
81,60,1
57,-13,0
-79,-9,0
63,89,1
70,-45,0
51,-13,0
52,-48,0
35,-90,0
4,-41,0
-7,38,0
7,-9,0
-88,21,0
10,35,0
-45,-23,0
-39,41,0
26,-30,0
10,73,0
80,92,1
4,25,0
63,-9,0
86,-61,0
-25,38,0
9,28,0
24,88,1
-60,-12,0
72,-71,0
-97,19,0
-42,-80,0
7,18,0
0,29,0
-49,-47,0
-10,-83,0
-1,-55,0
82,-65,0
-46,2,0
-78,-81,0
40,-31,0
7,-57,0
-29,-100,0
42,75,1
-72,-29,0
98,70,1
50,57,1
15,-42,0
5,-80,0
52,37,0
-14,-27,0
11,61,0
-89,59,0
37,-97,0
-39,60,0
-84,76,0
20,-5,0
18,5,0
28,-36,0
40,-54,0
-47,-76,0
53,59,1
58,87,1
-56,-88,0
29,3,0
-27,67,0
52,-60,0
40,-80,0
-45,-82,0
56,5,0
-48,31,0
-92,16,0
75,-26,0
2,51,0
-37,-12,0
31,72,1
-74,-91,0
53,75,1
20,15,0
-28,8,0
84,58,1
69,45,1
-93,47,0
96,29,1
50,9,0
-24,-45,0
-69,32,0
-35,-41,0
-3,18,0
95,19,1
-92,-19,0
60,-79,0
-57,83,0
-90,-1,0
33,-95,0
9,-34,0
-78,-60,0
68,70,1
11,-86,0
-61,-22,0
-59,-1,0
72,-69,0
50,-98,0
-29,-34,0
47,81,1
-97,-6,0
-91,71,0
-41,-68,0
34,51,0
-33,-22,0
-1,-5,0
-58,88,0
85,-16,0
-38,-53,0
-93,55,0
85,58,1
-23,21,0
-20,-92,0
-76,-13,0
-49,85,0
90,80,1
28,-4,0
-89,-89,0
-15,94,0
-69,27,0
-100,-91,0
27,20,0
-23,37,0
-80,3,0
-14,12,0
-15,-1,0
41,-17,0
30,95,1
-38,78,0
94,-30,0
17,-37,0
77,-53,0
74,25,0
66,-87,0
46,-9,0
-66,-87,0
-2,-38,0
-78,-65,0
-58,52,0
95,-22,0
53,-31,0
97,-1,1
93,19,1
80,25,1
-27,35,0
-83,53,0
7,26,0
-59,-69,1
80,60,1
42,-9,0
9,-16,0
-25,-17,0
11,19,0
72,-76,0
54,69,1
61,-73,0
-74,25,0
-47,5,0
-84,-13,0
-55,52,0
69,57,1
13,-15,0
-49,-80,0
38,12,0
22,-89,0
66,-59,0
-3,25,0
-5,73,0
80,-49,0
12,20,0
45,62,1
25,64,1
54,31,0
-28,10,0
-73,75,0
76,-36,0
22,-48,0
-58,37,0
33,-77,0
-5,-30,0
-67,24,0
-32,-64,0
-33,21,0
-76,-10,0
25,28,0
-3,12,0
-53,98,0
79,-66,0
-67,-70,0
-94,70,0
68,-74,0
88,-33,0
73,-6,0
30,22,0
-31,24,0
-86,-19,0
-89,-61,0
-42,43,0
78,40,1
-42,28,0
-78,-60,0
52,-42,0
40,11,0
20,52,0
-62,6,0
-73,-99,0
-75,-68,0
-35,23,0
92,25,1
28,69,0
-97,-36,0
-22,48,0
-75,-92,0
0,67,0
-64,53,0
45,88,1
37,-30,0
22,-9,0
53,-8,0
-53,-98,0
87,33,1
82,-58,0
89,4,0
9,-64,0
72,50,1
-75,41,0
98,-52,0
7,-35,0
-78,-41,0
-86,17,0
38,-82,0
73,-82,0
45,-23,0
-87,-80,0
-65,-7,0
-67,45,0
58,36,0
11,-7,0
38,-55,0
35,-91,0
42,0,0
-11,99,0
-56,-79,0
29,-73,0
-71,-81,0
-99,89,0
82,-85,0
68,-42,0
14,-84,0
19,-62,0
80,52,1
80,-7,0
-47,-47,0
41,-74,0
73,-87,0
-63,59,0
-99,-15,0
-43,-85,0
-14,-89,0
-12,62,0
56,89,1
-35,79,0
81,-95,0
86,92,1
67,-9,0
-58,-85,0
-89,26,0
45,-18,0
-86,95,0
-65,-29,0
-32,68,0
100,-18,0
82,-90,0
66,38,1
43,-63,0
79,1,0
89,72,1
-29,-86,0
-49,49,0
-87,18,0
10,-73,0
9,4,0
-68,55,0
-38,-78,0
77,-82,0
13,69,0
78,-82,0
-46,97,0
-82,-15,0
23,97,1
-49,-14,0
8,-6,0
-9,60,0
4,9,0
90,-51,0
77,-79,0
43,81,1
-26,28,0
-71,24,0
25,37,0
-19,-4,0
-63,0,0
-43,56,0
8,29,0
68,7,0
18,-40,0
17,-47,0
86,46,1
-4,67,0
-43,-59,0
32,-43,0
46,-38,0
32,67,0
-84,-23,1
40,-45,0
57,85,1
-75,97,0
69,-7,0
35,-18,0
14,-27,0
21,-78,0
78,-62,0
69,56,1
51,-4,0
-5,22,0
29,-46,0
-98,93,0
-52,71,0
60,35,0
24,99,1
-21,15,0
-40,67,0
-31,60,0
86,90,1
15,-77,0
-6,100,0
61,-36,0
62,-62,0
32,0,0
-86,36,0
-70,14,0
36,-21,0
-58,-70,0
89,-45,0
-49,51,0
-26,85,0
-69,28,0
-61,-77,0
85,-14,0
-35,-3,0
-92,-57,0
25,-68,0
-72,77,0
-3,62,0
