0,0.1,0.2
-22,44,0
0,2,1
-41,-30,0
-9,77,0
-67,-82,0
-16,22,0
75,100,1
-32,80,0
41,19,0
40,-69,0
-5,-64,0
80,-96,0
-94,-40,0
28,20,0
-45,-70,0
-66,68,0
47,-51,0
-92,56,0
87,-94,0
8,75,0
-78,-63,0
94,19,1
55,-46,0
-13,-97,0
-7,-83,0
94,-9,0
-29,-3,0
-32,41,0
-24,27,0
40,-61,0
-91,-92,0
84,69,1
80,48,1
-36,-3,0
10,-34,0
-74,89,0
37,-20,0
-28,-83,0
-99,52,0
-63,46,0
-26,42,0
49,-3,0
-3,-13,0
-59,-98,0
-23,-33,0
-8,57,0
3,-60,0
-37,-47,0
-3,61,0
48,57,1
-59,80,0
-70,78,0
-4,64,0
40,5,0
-9,90,0
99,24,0
-51,-22,0
-8,9,0
-6,-85,1
21,-66,0
-4,67,1
-52,-38,0
48,-15,0
-23,0,0
-50,13,0
-67,-33,0
-40,27,0
69,26,0
-10,21,0
56,0,0
96,-15,0
-47,-25,0
-90,44,0
64,-73,0
65,42,1
-18,13,0
95,55,1
-34,2,0
82,78,1
-52,75,1
93,-63,0
-8,95,0
-91,65,0
-57,1,0
99,-2,0
-83,1,0
58,-88,0
-70,-12,0
94,74,1
-73,25,0
9,-66,0
54,95,1
46,78,1
51,-81,0
-34,-4,0
73,48,1
4,-83,0
16,-62,0
-86,-18,0
0,-23,0
-70,75,0
-68,-8,0
87,-41,0
-69,-26,0
-27,-98,0
-96,-20,0
30,-94,0
-31,-27,0
45,-64,0
-69,-16,0
-57,82,0
-22,83,0
41,-12,0
36,88,1
35,-100,0
-93,99,0
-26,-93,0
88,-25,0
-56,91,0
-84,-43,0
-45,52,0
74,-58,0
-96,-54,0
56,43,0
82,-92,0
-12,-83,0
35,-84,0
26,-93,0
-57,-22,0
64,-41,0
-55,-98,0
-59,-89,0
-30,95,0
-8,56,0
-55,-81,0
73,97,1
62,-92,0
19,-95,0
-56,22,0
80,-43,0
81,37,1
-1,-98,0
11,-33,0
-83,-36,0
-26,3,1
39,-13,0
-58,-4,0
58,35,0
-5,-38,0
19,-39,0
55,-8,0
52,-63,0
-96,-99,0
-52,100,0
28,84,1
-62,-98,0
-90,-13,0
34,-9,1
0,88,0
-70,-63,1
100,-98,0
82,-14,0
-21,-83,0
-23,2,0
-35,78,0
-85,-95,0
-4,86,0
-22,-7,0
52,-21,0
68,98,1
19,39,0
92,-36,0
-44,-14,0
-26,1,0
56,-24,0
82,-41,0
-83,-72,0
-33,-15,0
39,64,1
-47,-63,0
56,-19,0
14,97,1
52,3,0
-68,-47,0
85,82,1
-87,-57,0
53,21,1
57,-94,0
-44,-72,0
-24,3,0
-16,-100,0
-91,2,0
21,-22,0
97,16,1
-78,70,0
-55,3,0
-63,42,0
-80,-23,0
81,-2,0
8,23,0
50,-87,0
-49,-12,0
18,41,0
31,54,0
12,-46,0
-38,99,0
-83,-22,0
-29,-68,0
-96,80,0
89,-21,0
-24,-94,0
90,91,1
-77,-63,0
-15,-84,0
34,91,1
39,87,1
-8,-92,0
-71,-48,0
98,-81,0
-20,-34,0
59,5,0
