0, 0.1, 0.2
-67,57,0
94,-49,0
-90,71,0
81,-97,0
55,-99,0
36,-68,0
99,24,1
38,-16,0
21,-46,0
-80,17,0
81,92,1
-77,98,0
28,48,0
-28,97,0
-87,39,0
36,-17,0
84,-35,0
-53,-96,0
44,17,0
-76,-70,0
39,-16,0
-51,-32,0
13,-82,0
-3,-89,0
-17,-21,0
-61,-21,0
1,53,0
-12,20,0
28,-33,0
-75,-86,0
-42,-62,0
-34,76,0
-75,3,0
41,97,1
99,41,1
58,91,1
47,-11,0
1,7,0
-9,-42,0
61,-47,0
66,21,0
41,-54,0
-52,0,0
6,-56,0
-30,-62,0
-75,56,0
19,-73,0
-36,-87,0
50,-18,0
37,96,1
3,-69,0
45,58,1
-16,-51,0
33,-12,0
-100,-94,0
-19,13,0
-22,31,0
-23,30,0
85,-17,0
-47,-98,0
-40,33,0
-72,75,0
-57,-99,0
-49,-36,0
-94,65,0
8,92,0
-38,69,0
14,84,0
-3,90,0
14,-94,0
94,-2,0
-52,-27,0
-34,-69,0
-94,19,0
91,56,1
-21,4,0
54,17,0
-52,17,0
-58,-78,0
25,-47,0
23,-36,0
-100,-26,0
1,6,0
-60,-47,0
-49,-10,0
-37,50,0
25,93,1
-61,13,0
-44,-56,0
-15,-20,0
39,-18,0
24,-89,0
62,41,1
-99,-19,0
-72,98,0
-60,-92,0
74,6,0
34,49,0
-34,-90,0
-7,-13,0
-34,8,0
-82,82,0
-94,75,0
-79,-22,0
-52,-25,0
-8,-95,0
-87,5,0
81,-32,0
5,-14,0
-97,-70,0
94,-98,0
40,46,0
-6,37,0
70,16,0
-22,54,0
-79,99,0
-7,-52,0
-41,-23,0
24,-95,0
-96,-5,0
60,47,1
20,8,0
-8,60,0
-85,-20,0
23,62,0
15,-51,0
-44,-39,0
27,-83,0
-45,-25,0
13,-10,0
-75,-52,0
96,94,1
44,-17,0
78,10,0
100,-75,0
43,-65,0
15,-19,0
1,71,0
63,32,0
25,44,0
-77,45,0
38,-42,0
44,66,1
-5,-4,0
-25,26,0
74,-28,0
17,-65,0
-3,28,0
79,20,0
99,-16,0
99,2,1
-11,-63,0
95,-74,0
-99,45,0
-94,79,0
60,26,0
-4,-22,0
-36,69,0
29,59,0
-93,-76,0
-8,-68,0
-23,-23,0
-18,25,0
-43,11,0
-72,-78,0
53,-75,0
98,-70,0
97,-32,0
-76,-51,0
-55,-100,0
12,-15,0
83,92,1
63,-86,0
68,0,0
-85,-47,0
-82,1,0
-19,87,0
-80,0,0
-83,-16,0
-50,60,0
81,-19,0
-4,10,0
-10,88,0
70,43,1
-82,56,0
-98,-83,0
-40,-16,0
87,84,1
-17,-90,0
56,-65,0
82,-86,0
-40,-76,0
-82,85,0
-20,46,0
-11,74,0
32,1,0
-93,31,0
83,-46,0
57,-67,0
70,92,1
-26,83,0
24,39,0
40,13,0
-39,-48,0
13,74,0
60,31,0
-42,83,0
-40,-18,0
8,-66,0
-25,-4,0
-19,40,0
27,27,0
-50,24,0
86,47,1
-34,-42,0
65,73,1
16,26,0
23,68,0
-73,35,0
-95,35,0
9,55,0
86,-19,0
-28,49,0
-72,97,0
-58,-88,0
-28,-64,0
94,-50,0
73,-100,0
45,46,0
-33,39,0
49,85,1
34,-58,0
-17,20,0
-91,-86,0
10,-6,0
92,-18,0
83,-9,0
-91,26,0
-70,-17,0
77,-86,0
22,75,0
47,-75,0
-7,82,0
9,8,0
-96,-13,0
-97,74,0
-2,-80,0
19,73,0
82,-23,0
75,94,1
-39,36,0
-16,-59,0
-92,-94,0
23,9,0
59,6,0
1,-55,0
-74,7,0
90,22,1
-87,62,0
16,64,0
-47,64,0
-51,75,0
41,61,1
26,-88,0
70,63,1
25,74,0
-40,-34,0
-99,-18,0
79,-48,0
28,94,1
86,20,1
-93,-40,0
-70,38,0
67,-47,0
2,54,0
-97,62,0
3,-16,0
-32,-16,0
-56,34,0
-18,-90,0
4,32,0
-37,75,0
-28,-32,0
33,-25,0
-94,-100,0
88,-81,0
-19,-17,0
92,24,1
-28,95,0
-73,42,0
-78,0,0
55,84,1
-16,-27,0
-5,41,0
79,-94,0
-68,76,0
34,9,0
27,-86,0
72,-39,0
-98,-74,0
86,94,1
17,12,0
-55,34,0
64,-3,0
-29,8,0
-33,-23,0
-98,-96,0
15,-49,0
-71,39,0
63,-78,0
-69,-67,0
95,1,0
42,-77,0
-32,-94,0
14,20,0
86,-50,0
-5,34,0
34,45,0
42,68,1
-75,70,0
-1,74,0
29,36,0
31,-25,0
-70,-71,0
1,90,0
73,-72,0
65,58,1
-37,-77,0
-60,-13,0
88,11,0
62,33,0
-29,100,0
53,33,0
-47,-50,0
89,-36,0
0,-45,0
92,56,1
-32,-43,0
13,11,0
37,83,1
-25,-88,0
-86,13,0
-66,65,0
61,44,1
11,30,0
22,29,0
60,19,0
-21,51,0
-78,-98,0
33,80,1
-11,62,0
-89,-67,0
-75,45,0
-41,68,0
-35,41,0
4,77,0
-32,-19,0
38,74,1
-58,-21,0
